100 100
100 100
13 87 79 2 51 19 19 37 63 10 10 31 50 95 44 81 12 16 83 3 5 88 26 23 60 66 66 36 47 55 86 39 42 60 57 70 23 38 94 68 52 91 91 66 91 8 100 74 3 45 4 92 45 78 46 62 9 34 51 9 84 45 15 93 17 19 60 79 10 32 54 38 70 62 39 90 95 86 85 81 21 19 71 23 54 10 8 85 43 77 26 18 68 35 95 78 78 44 53 8
62 20 80 43 36 70 2 98 69 9 64 17 21 65 42 61 87 57 19 28 39 79 24 34 51 19 71 16 49 15 74 76 1 67 31 49 16 72 57 58 74 8 43 90 7 30 8 84 18 20 61 20 36 19 97 28 34 21 63 42 36 76 6 77 42 11 25 10 48 35 89 55 37 49 71 31 84 37 80 34 23 21 14 76 20 52 35 40 75 93 39 65 9 75 67 62 100 68 39 71
50 67 38 11 92 32 78 74 34 6 59 21 7 61 96 42 91 95 15 92 51 38 40 78 100 51 87 15 84 20 16 83 37 72 53 14 97 76 37 50 1 84 57 72 23 15 77 58 86 30 87 57 19 21 100 62 77 75 18 92 23 60 62 99 18 44 48 26 42 8 93 20 69 1 85 11 16 57 2 13 45 56 6 23 74 94 81 14 26 89 66 14 5 6 49 10 75 24 29 22
23 91 78 67 4 3 78 46 19 73 56 79 91 84 4 22 39 39 87 44 27 12 66 17 5 54 20 33 38 58 58 51 99 79 65 19 86 38 15 82 13 54 79 51 32 43 92 96 15 92 65 21 95 50 29 61 55 42 53 40 20 41 90 35 44 77 14 45 73 37 75 82 40 51 26 7 76 24 100 78 71 58 90 43 93 88 77 77 80 29 87 12 83 2 61 8 24 88 50 1
48 65 16 61 79 30 91 42 39 82 82 14 30 18 16 86 84 40 62 24 27 63 32 36 56 84 66 27 27 62 74 26 67 59 82 92 17 84 94 82 6 61 24 17 82 38 90 60 61 22 79 36 78 26 64 7 65 69 86 94 67 83 60 32 95 59 31 76 32 72 86 33 46 85 50 93 81 17 49 53 72 42 56 90 58 92 47 11 97 91 71 23 41 12 57 33 62 16 12 43
45 15 64 88 6 93 62 67 78 37 41 32 32 52 54 62 8 44 36 90 38 43 60 22 10 90 75 40 8 83 73 49 67 82 91 59 46 3 47 49 9 27 26 97 63 87 66 6 42 32 51 5 22 43 17 40 82 42 22 16 68 79 31 82 25 35 2 7 32 33 50 76 5 67 58 50 19 79 49 5 76 26 23 73 97 66 23 50 55 61 71 7 39 80 68 18 65 27 50 39
46 80 58 83 29 25 46 9 73 30 80 42 57 82 4 5 9 91 70 51 16 53 37 69 100 93 41 2 71 39 100 77 37 94 44 26 19 69 84 44 80 45 80 37 70 13 55 23 62 70 2 91 5 18 22 95 92 80 42 7 9 11 18 17 41 27 10 96 31 20 62 64 9 21 38 13 81 1 78 33 31 52 86 78 60 28 12 22 54 86 58 58 34 26 57 19 71 18 96 82
66 24 11 20 84 10 24 61 76 52 44 94 76 46 6 16 43 57 16 10 85 17 8 6 35 43 88 59 60 55 41 74 69 51 10 7 51 88 57 75 1 50 5 68 31 19 83 15 56 44 57 64 66 6 5 7 26 28 93 39 76 20 95 57 75 30 94 17 3 29 77 40 19 77 75 23 17 91 83 40 79 80 31 52 90 95 62 66 84 38 35 81 7 35 28 8 4 70 66 74
27 49 27 83 30 5 49 35 80 27 88 65 45 34 20 55 40 89 52 44 98 83 10 91 20 91 23 51 72 41 6 46 31 52 47 24 52 49 35 53 78 57 35 4 12 33 25 63 88 1 75 76 97 9 5 97 79 7 74 20 60 23 28 6 9 2 81 76 38 5 54 43 76 89 50 60 39 44 90 12 94 84 58 34 56 61 65 37 55 45 87 1 53 26 71 20 43 21 30 50
44 72 32 36 41 9 47 15 82 13 84 97 22 78 2 12 16 23 53 68 68 79 57 45 30 60 8 78 5 50 97 71 40 86 56 48 3 44 24 69 10 67 90 3 72 36 66 52 62 24 10 70 51 78 94 33 27 17 21 70 99 23 79 74 14 18 27 72 2 46 6 56 95 55 31 9 91 80 43 23 12 78 66 28 21 31 5 2 64 55 100 90 5 89 89 74 86 68 66 26
2 95 10 12 86 95 47 80 25 51 86 77 3 1 11 27 76 50 37 35 7 51 2 14 46 65 99 38 2 53 79 94 64 3 52 11 62 95 4 65 38 33 97 98 9 26 13 26 70 94 88 56 10 28 75 52 32 95 46 44 9 10 39 3 23 49 44 3 71 38 42 59 69 13 97 72 93 40 4 32 69 42 73 33 51 38 97 48 88 81 85 27 92 88 63 73 58 95 64 60
19 69 82 28 53 100 56 54 61 21 14 85 95 89 34 24 32 8 40 27 11 27 56 89 76 5 65 7 83 26 72 34 20 56 27 50 71 17 42 73 88 21 51 61 97 51 86 84 23 49 23 67 89 65 24 42 94 54 49 98 76 86 16 61 90 6 86 16 54 69 40 39 100 50 53 58 19 76 39 47 90 100 80 89 19 17 4 99 64 29 56 80 58 20 23 82 21 71 50 47
4 39 10 37 42 22 14 17 32 93 64 38 89 9 7 8 73 64 69 90 33 63 41 20 47 47 70 74 41 84 12 86 70 28 21 89 36 53 28 7 71 22 73 82 74 84 42 33 27 31 85 70 84 7 68 43 100 49 56 9 51 72 97 84 52 57 47 49 77 71 7 3 30 84 85 29 14 58 41 93 45 38 48 18 81 29 77 44 73 45 66 88 96 53 6 37 50 19 1 100
68 4 87 20 10 50 11 6 52 60 25 68 53 65 58 3 31 35 43 44 46 34 36 86 2 80 76 77 41 74 62 16 54 60 55 91 45 10 12 9 60 43 15 24 85 89 69 99 94 53 39 65 14 8 32 73 54 49 19 88 82 18 52 19 95 41 31 39 57 20 77 60 81 90 29 42 36 15 6 44 15 27 12 44 60 35 79 53 81 40 27 86 76 31 36 49 34 84 46 75
25 86 44 57 84 7 96 45 42 46 87 98 52 96 37 56 85 65 8 33 95 85 97 3 60 66 33 22 37 4 14 92 9 89 95 22 77 55 99 10 76 70 87 87 24 4 30 15 97 45 15 87 31 49 61 65 87 27 84 91 80 84 48 96 59 14 60 51 47 67 55 37 16 3 51 55 43 63 18 31 99 53 65 60 94 15 29 55 15 34 38 88 16 66 14 69 90 6 72 15
24 96 57 7 32 74 67 72 45 28 66 99 30 48 96 27 12 53 77 5 3 9 17 19 77 88 22 95 52 40 98 52 82 26 14 55 44 44 58 97 66 52 23 32 94 54 94 84 66 47 55 1 51 3 5 33 69 95 52 53 38 20 27 98 60 88 43 53 59 87 66 19 51 19 92 62 69 52 8 27 23 14 83 71 75 86 6 38 76 73 36 69 88 61 38 95 23 85 17 66
56 75 70 32 9 54 87 75 76 97 18 74 11 51 70 4 100 19 93 97 38 96 83 60 13 21 35 2 97 80 59 26 5 71 24 2 62 26 15 53 88 8 12 68 18 44 15 75 6 60 4 34 38 89 64 62 77 69 40 86 48 79 23 12 82 80 40 24 70 86 92 9 40 54 71 17 96 31 19 71 29 48 65 10 55 96 57 71 35 67 54 48 63 7 100 77 44 41 94 44
89 85 92 54 49 99 100 47 31 44 83 44 45 15 94 27 26 71 56 68 13 94 6 57 27 81 60 79 67 24 4 75 13 38 64 50 40 19 20 5 17 86 7 17 91 36 35 77 41 22 45 60 42 67 41 88 87 82 21 38 87 57 76 100 1 50 57 91 86 83 65 63 41 82 1 50 36 6 8 73 92 9 41 83 22 60 60 23 69 30 99 69 100 97 36 27 21 30 10 100
71 66 74 8 87 15 35 56 81 62 99 51 17 79 32 55 100 5 70 74 82 75 6 50 60 57 62 26 44 43 52 47 75 92 26 39 40 6 83 11 74 19 58 41 73 55 92 1 63 37 27 78 22 85 25 68 6 18 59 43 54 22 3 12 53 78 80 56 69 97 78 36 69 53 26 6 82 46 61 67 23 64 51 98 100 43 20 9 16 95 99 28 87 63 76 12 19 6 8 60
23 39 80 69 47 30 38 12 11 12 100 7 33 2 30 6 96 64 63 27 99 32 28 57 59 29 25 98 18 77 28 22 52 11 36 38 100 78 63 64 36 30 10 83 85 94 35 4 60 60 13 29 67 3 44 88 35 97 91 39 74 79 53 42 36 19 27 25 46 58 16 45 15 48 58 94 34 4 21 37 77 7 8 79 40 21 53 100 92 70 74 51 28 76 74 9 48 48 55 95
84 31 59 23 72 10 18 92 85 91 20 44 8 30 40 19 71 76 50 30 79 41 25 20 71 49 90 15 69 24 90 7 73 81 30 67 33 5 57 70 55 48 86 73 61 32 92 5 21 86 95 76 72 32 13 44 68 97 65 72 93 36 64 85 3 15 100 91 60 54 6 7 99 72 16 40 99 40 71 13 18 14 64 95 13 80 35 34 16 98 75 77 39 29 29 64 51 40 100 5
5 63 37 27 97 97 53 43 40 76 72 54 50 32 51 87 17 36 19 13 82 25 55 65 46 99 60 52 96 58 55 84 23 76 53 12 32 78 90 31 76 51 42 53 25 41 93 59 23 57 21 20 31 66 21 20 36 20 79 48 85 28 18 24 90 63 4 90 5 57 22 43 47 26 83 33 26 27 84 100 58 7 96 46 33 92 29 28 92 66 30 88 47 57 71 78 5 89 6 48
68 7 9 90 69 74 71 28 60 16 85 80 54 38 53 19 6 87 87 45 31 83 67 4 83 42 15 15 41 24 60 11 4 73 20 2 98 39 77 64 25 6 10 49 32 37 82 3 73 53 100 18 37 20 95 86 5 8 94 42 99 79 54 73 33 41 5 68 63 7 47 67 23 68 40 85 13 75 20 100 100 15 72 57 66 76 33 72 71 54 34 29 46 50 29 79 80 74 100 93
22 100 55 86 32 75 48 83 58 60 65 93 85 29 40 28 84 71 24 32 83 83 62 71 7 90 18 34 44 65 75 60 84 88 17 67 57 41 70 80 96 41 51 69 42 5 50 28 8 71 81 86 93 95 25 38 42 66 30 63 53 55 15 20 71 11 69 48 91 84 73 65 98 89 29 9 48 77 77 39 25 17 39 54 58 24 46 32 19 55 81 59 64 83 42 21 99 60 77 47
29 67 11 53 68 28 34 8 95 43 87 91 86 75 56 59 60 89 99 46 35 1 93 61 55 51 14 97 41 86 68 81 75 4 92 72 79 86 59 77 10 37 16 3 36 63 81 85 57 37 48 99 45 8 55 66 64 15 77 63 10 19 52 87 14 90 43 58 71 46 59 79 55 1 15 99 1 36 84 8 86 63 35 96 52 40 48 17 12 56 60 98 11 8 12 68 37 48 26 38
26 22 29 78 52 29 42 3 61 15 68 58 38 8 29 26 66 80 11 32 2 12 51 44 58 81 7 39 25 17 96 64 99 65 23 59 69 48 33 24 18 40 62 83 4 5 28 27 11 45 66 19 8 39 53 100 47 63 83 53 19 10 35 57 15 29 86 68 97 15 31 53 17 89 3 38 15 10 69 28 15 82 10 6 37 62 77 95 88 81 87 49 77 100 48 69 77 47 87 71
43 92 83 13 29 15 99 85 77 13 20 89 20 90 44 74 79 45 91 74 92 48 20 52 25 54 25 92 4 76 12 96 85 90 63 78 96 43 38 75 92 45 36 33 35 26 98 5 33 55 40 30 80 82 55 10 35 95 64 11 71 30 84 39 12 93 62 40 6 4 81 17 56 59 87 20 55 97 17 35 21 63 94 13 54 45 88 87 72 65 46 71 96 50 49 43 58 83 87 42
22 58 52 40 100 32 52 80 54 10 56 23 69 52 26 71 67 35 29 81 66 83 78 62 4 98 22 16 75 90 100 91 79 18 62 48 2 98 4 71 84 85 99 100 5 52 41 54 7 90 94 11 39 77 77 73 40 48 94 53 50 19 17 68 6 9 3 32 92 69 2 18 8 100 100 86 16 49 60 77 69 93 1 91 16 44 54 60 56 48 43 20 30 38 31 51 35 46 30 6
62 56 12 87 56 50 30 13 86 16 85 72 61 99 3 30 47 95 10 93 99 76 97 17 53 45 59 45 41 16 80 56 7 31 45 39 99 44 55 1 30 56 89 22 66 97 23 60 61 91 46 87 89 42 17 10 29 34 70 17 37 45 94 35 66 17 7 48 63 34 10 88 47 67 52 8 100 19 25 84 6 54 83 45 20 99 8 36 17 67 55 65 6 61 45 65 49 46 29 80
75 22 18 50 23 7 74 14 50 37 22 94 23 11 21 92 89 55 48 3 81 52 64 74 63 22 99 54 25 55 12 13 98 37 22 93 75 54 65 21 18 56 65 25 73 89 72 67 80 46 59 35 28 81 93 14 74 90 43 66 100 75 76 93 46 36 65 56 64 31 66 7 7 15 10 41 44 74 93 88 40 41 61 27 28 28 55 41 62 23 93 1 54 87 64 89 79 5 56 71
75 11 56 54 66 10 21 47 60 71 21 36 93 87 92 62 99 95 38 87 61 7 62 36 36 55 80 4 27 71 18 92 5 70 72 2 49 98 51 26 55 68 45 3 19 48 22 65 39 90 48 96 3 24 97 73 6 7 70 2 54 27 58 20 20 7 66 15 6 96 4 5 50 69 75 81 47 49 43 69 93 99 51 7 2 11 37 44 71 24 78 18 61 77 5 31 39 8 71 25
85 47 61 90 38 2 9 92 14 99 54 3 94 40 20 36 67 35 8 45 30 2 21 31 14 99 47 62 68 74 57 88 37 77 99 80 60 84 33 61 87 88 30 42 88 45 55 26 54 27 56 70 86 14 85 96 21 30 57 69 5 96 41 100 65 48 13 68 93 63 9 70 25 11 33 49 6 1 61 88 76 29 21 47 52 100 56 56 41 27 93 3 68 66 82 33 100 62 85 47
46 10 28 83 90 44 44 15 30 74 50 22 48 15 32 33 82 3 87 92 36 2 31 16 92 29 13 7 65 43 57 51 75 62 91 88 46 74 10 3 17 81 74 56 17 38 15 94 86 72 91 74 72 89 58 68 34 89 55 18 51 31 98 97 7 97 23 28 51 56 59 24 16 20 87 90 60 51 31 89 93 28 73 70 68 98 73 1 71 77 100 13 25 5 18 18 12 13 92 11
13 6 3 56 71 11 24 32 63 65 54 64 9 83 39 55 10 58 51 66 3 53 48 96 53 59 2 29 76 16 16 81 41 87 9 16 20 22 7 33 54 81 61 59 78 33 10 40 96 29 35 42 90 68 35 3 36 31 96 50 37 31 39 17 51 24 57 42 80 24 82 42 49 86 32 29 85 57 89 85 69 39 99 63 28 55 13 29 84 3 15 51 10 80 54 55 74 32 88 80
23 34 39 39 41 8 42 81 91 90 96 51 97 95 78 65 31 51 83 11 85 96 97 62 23 83 55 86 32 99 99 87 20 99 4 74 26 43 29 44 79 99 68 60 72 94 97 2 48 43 42 19 77 10 52 34 70 100 60 34 59 71 2 84 28 37 28 79 13 48 3 51 52 91 42 32 53 97 87 71 48 92 14 95 53 22 83 46 83 67 99 27 98 51 21 34 13 12 24 10
12 18 44 11 22 15 13 66 37 85 38 68 57 99 83 82 63 96 81 38 80 94 50 26 1 30 58 20 32 95 46 12 19 47 18 39 93 95 51 85 89 95 64 21 48 74 89 3 59 30 41 53 53 13 40 42 65 63 53 78 67 100 61 93 60 66 61 47 84 61 10 8 85 50 38 36 11 95 65 100 24 61 95 45 52 76 30 8 65 81 84 40 62 61 5 29 31 94 8 15
97 26 20 19 18 35 65 42 43 94 13 33 58 5 70 4 33 11 81 29 61 62 54 86 98 36 33 4 67 27 55 36 10 1 17 78 22 26 75 17 98 28 58 37 82 50 82 11 2 48 82 61 43 65 6 12 78 56 64 56 1 70 29 36 8 60 14 20 39 87 62 43 45 33 77 27 45 47 97 95 68 33 48 94 3 81 60 98 83 57 73 20 13 18 84 31 45 54 75 91
91 96 92 31 97 32 27 3 66 71 84 57 88 39 44 67 49 65 24 99 25 51 85 47 45 88 84 18 31 74 44 3 78 66 92 90 53 72 25 95 24 41 53 37 47 95 33 84 97 26 70 23 80 58 59 53 27 54 4 24 88 19 20 68 79 99 66 2 70 12 28 34 22 37 86 44 24 20 17 33 3 84 6 40 13 96 19 23 99 93 72 89 88 80 8 19 17 31 12 34
92 99 26 32 32 18 79 70 87 47 28 77 56 37 86 97 17 65 33 4 78 85 67 67 5 17 45 47 58 100 18 74 32 10 3 88 7 81 34 37 77 81 71 1 21 47 29 4 44 41 51 97 10 19 33 45 27 15 70 24 51 45 100 54 72 27 29 53 71 40 19 12 9 9 62 98 82 23 88 75 34 56 33 66 98 5 27 39 64 60 46 52 73 29 12 96 68 9 100 62
88 35 59 74 79 3 6 74 31 82 62 76 68 99 59 67 62 26 86 22 74 25 10 22 96 28 75 44 54 56 78 12 8 84 91 13 92 77 4 98 3 74 93 46 98 77 50 90 61 39 80 80 39 6 94 1 8 3 41 40 29 96 55 45 64 68 54 67 15 61 84 34 2 73 56 22 52 37 56 91 42 40 96 64 14 50 93 65 17 93 48 89 8 10 87 4 45 96 80 56
16 43 67 83 80 68 69 99 41 38 61 37 46 84 59 66 16 9 5 82 24 83 57 34 70 19 75 91 51 62 34 43 42 75 32 72 92 98 50 64 54 56 41 61 81 49 44 47 75 66 97 98 63 6 27 19 72 45 73 13 91 47 34 46 9 14 72 81 68 45 63 31 79 36 76 2 12 35 48 67 70 53 13 85 69 85 95 50 33 24 64 44 22 36 33 23 81 94 100 82
70 4 75 59 88 78 99 27 14 78 4 10 62 18 51 89 57 75 86 23 65 61 20 7 81 94 33 98 31 54 84 41 8 26 41 51 99 61 14 50 77 10 77 81 94 99 39 78 13 99 64 50 37 83 26 87 33 69 9 23 91 49 98 49 63 11 20 81 28 2 9 45 98 72 5 33 53 87 60 58 53 13 47 71 39 42 12 87 57 36 11 66 9 59 63 60 45 89 71 85
37 32 33 81 54 42 32 1 73 55 3 36 39 88 1 22 55 67 28 53 77 56 17 12 39 51 24 58 57 19 14 66 98 84 17 99 85 18 11 62 70 68 27 27 8 36 96 42 47 57 9 81 15 46 72 87 9 46 22 7 98 50 81 19 20 25 88 63 64 63 45 69 33 58 2 19 65 11 57 15 83 15 85 92 31 81 59 13 36 79 57 50 71 13 79 41 36 40 38 99
5 71 3 69 90 68 27 96 31 18 69 99 28 75 99 11 19 46 28 58 6 15 49 48 73 48 88 72 97 36 66 62 81 28 51 53 23 29 70 10 16 95 64 93 24 54 70 40 29 54 63 5 57 16 63 21 34 98 99 40 46 71 27 25 20 50 85 23 43 16 11 36 86 40 99 64 19 33 53 97 34 56 17 69 95 61 43 42 87 55 42 38 19 28 15 91 80 25 78 72
20 18 13 15 15 32 74 31 60 87 61 62 75 91 33 58 93 55 42 94 27 93 77 5 2 2 49 61 79 73 21 28 73 55 67 24 20 73 68 88 60 100 34 60 56 25 47 19 31 77 78 14 53 24 14 80 21 72 20 40 89 11 73 75 43 15 92 83 65 32 92 100 95 7 45 3 99 19 12 20 31 26 11 72 52 65 65 41 45 74 37 13 72 50 14 85 34 81 93 33
30 32 16 86 16 37 25 21 18 92 20 16 28 21 65 3 14 88 8 25 71 97 85 19 66 69 52 48 23 35 84 93 41 28 55 67 90 42 36 97 1 54 41 93 64 81 30 79 96 40 41 96 30 7 85 35 5 85 17 76 35 89 40 20 39 94 96 18 75 60 6 71 35 84 32 47 9 65 6 16 1 88 59 19 29 40 77 72 20 53 88 15 64 12 81 20 22 45 77 55
14 80 73 15 66 10 60 34 50 65 14 85 96 61 48 94 23 100 93 74 21 20 44 99 10 23 25 86 79 93 63 22 90 25 63 57 82 17 91 61 98 47 32 69 87 73 72 42 88 89 87 22 17 56 64 8 2 4 54 95 60 84 23 100 30 94 82 3 16 96 99 69 93 33 77 43 83 82 77 41 41 4 4 30 91 68 10 29 63 45 80 67 94 34 29 3 10 65 57 50
39 22 32 29 49 24 6 91 45 53 55 74 44 80 35 8 68 32 4 18 30 28 28 72 95 52 76 39 3 46 86 63 10 86 100 54 71 75 3 16 72 83 38 9 78 75 79 16 49 48 62 52 55 69 70 22 74 16 92 78 12 93 30 56 66 29 99 54 63 54 77 64 34 77 54 51 53 85 5 81 60 23 23 91 88 28 89 10 25 46 94 52 41 40 47 26 84 19 89 68
22 14 29 80 6 63 72 35 48 35 33 20 59 60 52 77 3 28 1 7 39 33 38 64 8 37 65 63 37 5 6 66 69 21 18 52 25 95 86 64 19 27 84 16 84 65 67 98 50 82 60 90 97 17 90 58 99 3 24 75 42 33 52 85 97 43 16 97 82 36 94 79 84 57 26 93 38 67 36 59 97 16 49 28 17 3 95 47 92 77 24 23 22 32 77 74 64 31 47 18
47 78 28 41 60 4 33 53 67 28 37 66 79 60 92 65 83 63 74 59 25 57 54 88 42 77 84 62 54 37 68 62 48 75 79 88 58 95 42 75 28 34 51 61 49 9 22 30 76 87 59 53 59 32 22 39 75 83 60 82 31 83 85 7 82 3 37 47 35 44 58 24 56 87 26 80 98 68 51 88 8 95 21 96 38 42 63 85 78 19 4 63 59 66 40 75 89 8 42 72
14 32 2 9 99 52 59 42 84 49 24 60 16 26 38 65 23 24 95 66 43 93 43 47 60 15 60 73 41 27 45 84 6 65 76 52 32 80 2 66 44 5 92 83 16 11 43 31 23 69 92 59 17 73 94 93 67 89 74 95 25 89 83 19 48 39 30 84 20 7 35 71 75 29 65 73 53 61 14 44 74 28 21 97 61 65 79 27 39 43 77 37 24 94 88 53 90 58 14 22
10 19 49 19 90 57 67 31 56 99 9 65 7 55 63 64 68 55 33 98 54 12 70 6 90 59 79 23 58 21 46 88 97 67 36 58 58 26 67 56 60 78 63 25 52 66 75 89 96 90 52 75 58 14 92 52 81 41 6 12 27 44 16 14 41 36 31 71 19 71 76 19 50 52 9 93 80 14 100 39 9 94 55 98 3 7 12 54 43 9 67 40 69 6 37 81 52 35 46 37
64 48 89 98 29 38 68 27 94 96 33 89 86 30 78 77 61 7 39 15 81 83 2 19 11 84 12 88 30 46 7 65 70 97 39 40 76 73 34 17 15 43 62 64 58 83 11 55 18 75 92 11 3 25 81 87 83 41 56 70 56 17 71 24 95 74 62 32 17 34 55 81 5 23 88 18 31 23 91 100 22 50 8 90 86 53 1 93 10 88 20 69 45 61 48 85 31 19 60 43
84 8 28 58 77 3 30 18 97 70 84 30 11 97 20 85 37 77 34 55 84 9 43 55 66 27 40 91 52 15 27 94 77 86 50 72 50 13 82 32 19 49 66 44 56 9 74 25 15 36 95 82 9 69 53 25 55 74 67 2 20 66 72 35 35 38 5 5 2 5 3 49 11 81 60 98 13 37 66 84 93 62 31 25 50 78 49 98 82 2 16 65 12 53 47 3 48 95 31 62
36 85 79 57 64 98 61 63 31 10 15 33 96 1 4 84 97 41 42 99 85 43 64 73 26 21 28 28 86 46 22 35 70 38 99 42 27 100 85 73 79 63 65 1 24 82 26 91 19 50 47 55 74 94 58 23 75 32 86 70 74 33 70 45 43 31 82 57 98 89 78 75 29 52 21 6 29 78 96 79 94 32 73 58 88 42 100 84 41 83 99 61 17 62 57 79 83 69 23 99
69 49 38 34 76 30 11 22 52 41 71 28 83 85 14 39 43 29 42 53 63 66 56 7 89 72 27 6 18 72 41 13 81 82 33 56 25 13 94 39 87 84 56 73 44 82 44 54 78 9 67 81 72 19 26 63 6 46 42 30 49 60 29 30 98 40 89 73 45 30 77 79 15 79 93 29 16 33 6 22 20 49 29 95 7 52 66 66 18 24 86 35 32 33 67 53 87 61 76 26
38 82 34 75 21 48 14 23 83 4 55 80 58 12 42 41 11 71 5 15 59 100 89 78 58 52 12 91 64 97 72 17 38 57 72 75 17 45 72 24 45 34 39 53 11 52 72 56 12 96 22 78 57 93 15 17 13 2 85 85 83 66 78 55 97 88 36 95 8 54 50 76 56 48 70 32 6 3 46 26 16 17 49 34 66 75 7 98 49 3 59 4 47 8 85 88 74 11 52 35
88 58 41 51 96 26 47 37 71 74 60 100 91 73 66 5 1 14 21 74 22 4 6 29 59 90 9 67 96 46 92 76 84 22 67 64 58 58 53 55 29 13 1 30 98 18 93 55 87 5 40 79 60 30 89 57 2 1 29 52 98 34 84 10 52 65 9 37 17 90 52 81 70 67 19 84 14 51 24 84 95 38 33 86 15 88 38 38 61 45 94 9 18 96 51 62 39 62 48 20
74 49 40 63 37 85 95 13 29 30 7 3 17 7 77 13 69 30 79 60 65 63 6 82 21 4 55 11 75 89 64 82 24 33 38 10 73 63 40 21 22 79 29 8 58 86 99 38 54 99 26 91 1 4 64 17 34 65 66 66 16 94 48 12 54 38 90 25 69 92 1 70 60 4 33 11 57 63 5 93 23 91 37 29 55 7 83 76 79 93 95 48 61 99 74 18 61 8 13 55
